18000	0	0
18250	0	0
18500	0	0
18750	0	0
19000	0	0
19250	0	0
19500	0	0
19750	0	0
20000	0	0
20250	0	0
20500	0	0
20750	0	0
21000	0	0
21250	0	0
21500	0	0
21750	0	0
22000	0	0
22250	0	0
22500	0	0
22750	0	0
23000	0	0
23250	0	0
23500	0	0
23750	0	0
24000	0	0
24250	0	0
24500	0	0
24750	0	0
25000	0	0
25250	0	0
25500	0	0
25750	0	0
26000	0	0
26250	0	0
26500	0	0
26750	0	0
27000	0	0
27250	0	0
27500	0	0
27750	0	0
28000	0	0
28250	0	0
28500	0	0
28750	0	0
29000	0	0
29250	0	0
29500	0	0
29750	0	0
30000	0	0
30250	0	0
30500	0	0
30750	0	0
31000	0	0
31250	0	0
31500	0	0
31750	0	0
32000	0	0
32250	0	0
32500	0	0
32750	0	0
33000	0	0
33250	0	0
33500	0	0
33750	0	0
34000	0	0
34250	0	0
34500	0	0
34750	0	0
35000	0	0
35250	0	0
35500	0	0
35750	0	0
36000	0	0
36250	0	0
36500	0	0
